Conspiracy,Controversy,Fact,Fiction,Misconception,Stereotype,total_response,total_conflict,total_yes_no,other_response,bad_output,prompt_type,response_type,model,model_size
236.0,41.0,0.0,42.0,81.0,63.0,725,463,597,62,66,P3,3_options,PygmalionAI--pygmalion-6b,small
0.0,7.0,123.0,0.0,0.0,0.0,725,130,583,95,47,P4,3_options,PygmalionAI--pygmalion-6b,small
,,,,,,725,0,0,0,725,P0,4_options,PygmalionAI--pygmalion-6b,small
,,,,,,762,0,0,0,762,P1,4_options,PygmalionAI--pygmalion-6b,small
,,,,,,762,0,0,0,762,P2,4_options,PygmalionAI--pygmalion-6b,small
,,,,,,725,0,0,0,725,P3,4_options,PygmalionAI--pygmalion-6b,small
,,,,,,725,0,0,0,725,P4,4_options,PygmalionAI--pygmalion-6b,small
256.0,43.0,0.0,45.0,97.0,116.0,725,557,705,20,0,P0,4_options/option_probs,PygmalionAI--pygmalion-6b,small
250.0,42.0,2.0,78.0,95.0,117.0,762,584,724,38,0,P1,4_options/option_probs,PygmalionAI--pygmalion-6b,small
247.0,43.0,2.0,81.0,94.0,110.0,762,577,718,44,0,P2,4_options/option_probs,PygmalionAI--pygmalion-6b,small
260.0,43.0,0.0,46.0,100.0,122.0,725,571,719,6,0,P3,4_options/option_probs,PygmalionAI--pygmalion-6b,small
0.0,7.0,141.0,0.0,0.0,0.0,725,148,722,3,0,P4,4_options/option_probs,PygmalionAI--pygmalion-6b,small
1.0,8.0,128.0,4.0,0.0,0.0,725,141,725,0,0,P0,2_options,openlm-research--open_llama_3b_v2,small
1.0,8.0,133.0,3.0,0.0,0.0,762,145,762,0,0,P1,2_options,openlm-research--open_llama_3b_v2,small
1.0,8.0,121.0,7.0,1.0,0.0,762,138,762,0,0,P2,2_options,openlm-research--open_llama_3b_v2,small
0.0,7.0,136.0,3.0,0.0,0.0,725,146,725,0,0,P3,2_options,openlm-research--open_llama_3b_v2,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,2_options,openlm-research--open_llama_3b_v2,small
0.0,6.0,141.0,0.0,0.0,0.0,725,147,715,10,0,P0,3_options,openlm-research--open_llama_3b_v2,small
0.0,6.0,125.0,0.0,0.0,0.0,762,131,569,193,0,P1,3_options,openlm-research--open_llama_3b_v2,small
0.0,2.0,85.0,0.0,0.0,0.0,762,87,378,384,0,P2,3_options,openlm-research--open_llama_3b_v2,small
0.0,6.0,135.0,0.0,0.0,0.0,725,141,660,65,0,P3,3_options,openlm-research--open_llama_3b_v2,small
1.0,7.0,142.0,0.0,0.0,9.0,725,159,676,49,0,P4,3_options,openlm-research--open_llama_3b_v2,small
0.0,7.0,141.0,0.0,0.0,0.0,725,148,718,0,7,P0,4_options,openlm-research--open_llama_3b_v2,small
0.0,7.0,140.0,0.0,0.0,0.0,762,147,754,0,8,P1,4_options,openlm-research--open_llama_3b_v2,small
0.0,5.0,129.0,0.0,0.0,0.0,762,134,656,0,106,P2,4_options,openlm-research--open_llama_3b_v2,small
,,,,,,725,0,0,0,725,P3,4_options,openlm-research--open_llama_3b_v2,small
,,2.0,,,,725,2,2,0,723,P4,4_options,openlm-research--open_llama_3b_v2,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,openlm-research--open_llama_3b_v2,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options/option_probs,openlm-research--open_llama_3b_v2,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,openlm-research--open_llama_3b_v2,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,openlm-research--open_llama_3b_v2,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options/option_probs,openlm-research--open_llama_3b_v2,small
1.0,8.0,67.0,1.0,6.0,1.0,725,84,725,0,0,P0,2_options,mistralai--Mistral-7B-Instruct-v0.1,small
1.0,6.0,71.0,4.0,5.0,1.0,762,88,762,0,0,P1,2_options,mistralai--Mistral-7B-Instruct-v0.1,small
0.0,5.0,103.0,4.0,1.0,0.0,762,113,762,0,0,P2,2_options,mistralai--Mistral-7B-Instruct-v0.1,small
0.0,5.0,76.0,1.0,6.0,1.0,725,89,725,0,0,P3,2_options,mistralai--Mistral-7B-Instruct-v0.1,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P4,2_options,mistralai--Mistral-7B-Instruct-v0.1,small
3.0,7.0,18.0,2.0,12.0,0.0,725,42,284,441,0,P0,3_options,mistralai--Mistral-7B-Instruct-v0.1,small
4.0,4.0,12.0,6.0,14.0,0.0,762,40,217,545,0,P1,3_options,mistralai--Mistral-7B-Instruct-v0.1,small
0.0,2.0,9.0,6.0,11.0,0.0,762,28,168,594,0,P2,3_options,mistralai--Mistral-7B-Instruct-v0.1,small
0.0,5.0,6.0,1.0,15.0,1.0,725,28,183,542,0,P3,3_options,mistralai--Mistral-7B-Instruct-v0.1,small
81.0,27.0,57.0,15.0,64.0,63.0,725,307,390,269,66,P4,3_options,mistralai--Mistral-7B-Instruct-v0.1,small
129.0,35.0,15.0,42.0,74.0,42.0,725,337,725,0,0,P0,4_options,mistralai--Mistral-7B-Instruct-v0.1,small
73.0,28.0,20.0,68.0,59.0,38.0,762,286,762,0,0,P1,4_options,mistralai--Mistral-7B-Instruct-v0.1,small
38.0,22.0,24.0,34.0,38.0,17.0,762,173,762,0,0,P2,4_options,mistralai--Mistral-7B-Instruct-v0.1,small
237.0,42.0,0.0,45.0,100.0,84.0,725,508,724,1,0,P3,4_options,mistralai--Mistral-7B-Instruct-v0.1,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P4,4_options,mistralai--Mistral-7B-Instruct-v0.1,small
129.0,35.0,15.0,42.0,74.0,42.0,725,337,725,0,0,P0,4_options/option_probs,mistralai--Mistral-7B-Instruct-v0.1,small
73.0,28.0,20.0,68.0,59.0,38.0,762,286,762,0,0,P1,4_options/option_probs,mistralai--Mistral-7B-Instruct-v0.1,small
38.0,22.0,24.0,34.0,38.0,17.0,762,173,762,0,0,P2,4_options/option_probs,mistralai--Mistral-7B-Instruct-v0.1,small
237.0,42.0,0.0,45.0,100.0,84.0,725,508,724,1,0,P3,4_options/option_probs,mistralai--Mistral-7B-Instruct-v0.1,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P4,4_options/option_probs,mistralai--Mistral-7B-Instruct-v0.1,small
0.0,8.0,142.0,2.0,0.0,0.0,725,152,725,0,0,P0,2_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,762,149,762,0,0,P1,2_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,762,149,762,0,0,P2,2_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P3,2_options,EleutherAI--pythia-6.9b-deduped,small
1.0,7.0,142.0,0.0,0.0,0.0,725,150,725,0,0,P4,2_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P0,3_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,762,149,762,0,0,P1,3_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,141.0,0.0,0.0,0.0,762,148,755,7,0,P2,3_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,722,3,0,P3,3_options,EleutherAI--pythia-6.9b-deduped,small
0.0,3.0,30.0,0.0,4.0,2.0,725,39,85,640,0,P4,3_options,EleutherAI--pythia-6.9b-deduped,small
261.0,41.0,0.0,46.0,101.0,122.0,725,571,718,7,0,P0,4_options,EleutherAI--pythia-6.9b-deduped,small
259.0,41.0,0.0,83.0,101.0,121.0,762,605,752,10,0,P1,4_options,EleutherAI--pythia-6.9b-deduped,small
260.0,41.0,0.0,83.0,101.0,121.0,762,606,754,8,0,P2,4_options,EleutherAI--pythia-6.9b-deduped,small
260.0,41.0,0.0,46.0,101.0,121.0,725,569,716,9,0,P3,4_options,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,140.0,0.0,0.0,0.0,725,147,715,10,0,P4,4_options,EleutherAI--pythia-6.9b-deduped,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,EleutherAI--pythia-6.9b-deduped,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options/option_probs,EleutherAI--pythia-6.9b-deduped,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,EleutherAI--pythia-6.9b-deduped,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,EleutherAI--pythia-6.9b-deduped,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options/option_probs,EleutherAI--pythia-6.9b-deduped,small
46.0,16.0,55.0,7.0,17.0,36.0,725,177,725,0,0,P0,2_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
33.0,10.0,72.0,7.0,12.0,28.0,762,162,762,0,0,P1,2_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
95.0,17.0,35.0,24.0,31.0,23.0,762,225,762,0,0,P2,2_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
166.0,35.0,14.0,37.0,70.0,92.0,725,414,725,0,0,P3,2_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
262.0,43.0,2.0,46.0,102.0,122.0,725,577,725,0,0,P4,2_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
0.0,,3.0,,0.0,,725,3,9,716,0,P0,3_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
,0.0,4.0,,0.0,,762,4,6,756,0,P1,3_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
1.0,,4.0,0.0,0.0,,762,5,8,754,0,P2,3_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
0.0,0.0,26.0,0.0,0.0,,725,26,46,679,0,P3,3_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
,,0.0,1.0,,,725,1,2,723,0,P4,3_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
224.0,32.0,0.0,29.0,83.0,119.0,725,487,587,0,138,P0,4_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
231.0,36.0,0.0,70.0,89.0,120.0,762,546,674,0,88,P1,4_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
251.0,40.0,0.0,78.0,99.0,122.0,762,590,735,0,27,P2,4_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
186.0,35.0,0.0,28.0,43.0,113.0,725,405,489,0,236,P3,4_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
0.0,5.0,52.0,0.0,0.0,0.0,725,57,262,0,463,P4,4_options,togethercomputer--RedPajama-INCITE-7B-Instruct,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,togethercomputer--RedPajama-INCITE-7B-Instruct,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,761,1,0,P1,4_options/option_probs,togethercomputer--RedPajama-INCITE-7B-Instruct,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,togethercomputer--RedPajama-INCITE-7B-Instruct,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,togethercomputer--RedPajama-INCITE-7B-Instruct,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options/option_probs,togethercomputer--RedPajama-INCITE-7B-Instruct,small
106.0,32.0,6.0,21.0,83.0,40.0,725,288,668,0,57,P0,2_options,mosaicml--mpt-7b-instruct,small
85.0,26.0,8.0,25.0,68.0,21.0,762,233,680,0,82,P1,2_options,mosaicml--mpt-7b-instruct,small
0.0,0.0,4.0,0.0,0.0,0.0,762,4,46,0,716,P2,2_options,mosaicml--mpt-7b-instruct,small
1.0,2.0,0.0,,9.0,7.0,725,19,77,0,648,P3,2_options,mosaicml--mpt-7b-instruct,small
12.0,5.0,2.0,,6.0,21.0,725,46,59,0,666,P4,2_options,mosaicml--mpt-7b-instruct,small
85.0,13.0,31.0,7.0,41.0,42.0,725,219,661,0,64,P0,3_options,mosaicml--mpt-7b-instruct,small
129.0,20.0,19.0,36.0,60.0,67.0,762,331,682,4,76,P1,3_options,mosaicml--mpt-7b-instruct,small
0.0,1.0,7.0,0.0,0.0,0.0,762,8,73,20,669,P2,3_options,mosaicml--mpt-7b-instruct,small
1.0,1.0,0.0,,1.0,0.0,725,3,13,8,704,P3,3_options,mosaicml--mpt-7b-instruct,small
2.0,0.0,0.0,,,1.0,725,3,7,0,718,P4,3_options,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options,mosaicml--mpt-7b-instruct,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options/option_probs,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,mosaicml--mpt-7b-instruct,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,mosaicml--mpt-7b-instruct,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options/option_probs,mosaicml--mpt-7b-instruct,small
34.0,13.0,56.0,15.0,22.0,5.0,725,145,725,0,0,P0,2_options,facebook--opt-iml-max-1.3b,small
11.0,8.0,124.0,1.0,2.0,0.0,762,146,761,0,1,P1,2_options,facebook--opt-iml-max-1.3b,small
34.0,7.0,113.0,7.0,6.0,0.0,762,167,762,0,0,P2,2_options,facebook--opt-iml-max-1.3b,small
19.0,12.0,84.0,12.0,15.0,5.0,725,147,725,0,0,P3,2_options,facebook--opt-iml-max-1.3b,small
256.0,42.0,4.0,46.0,101.0,122.0,725,571,725,0,0,P4,2_options,facebook--opt-iml-max-1.3b,small
81.0,27.0,30.0,30.0,62.0,59.0,725,289,721,4,0,P0,3_options,facebook--opt-iml-max-1.3b,small
36.0,19.0,81.0,39.0,31.0,43.0,762,249,758,4,0,P1,3_options,facebook--opt-iml-max-1.3b,small
121.0,26.0,29.0,61.0,66.0,79.0,762,382,757,5,0,P2,3_options,facebook--opt-iml-max-1.3b,small
172.0,35.0,11.0,40.0,82.0,106.0,725,446,722,3,0,P3,3_options,facebook--opt-iml-max-1.3b,small
156.0,28.0,105.0,25.0,27.0,17.0,725,358,722,3,0,P4,3_options,facebook--opt-iml-max-1.3b,small
260.0,44.0,7.0,46.0,95.0,121.0,725,573,723,1,1,P0,4_options,facebook--opt-iml-max-1.3b,small
258.0,44.0,7.0,83.0,93.0,121.0,762,606,762,0,0,P1,4_options,facebook--opt-iml-max-1.3b,small
260.0,43.0,6.0,80.0,97.0,122.0,762,608,754,2,6,P2,4_options,facebook--opt-iml-max-1.3b,small
259.0,44.0,6.0,46.0,97.0,118.0,725,570,725,0,0,P3,4_options,facebook--opt-iml-max-1.3b,small
190.0,35.0,22.0,36.0,91.0,89.0,725,463,724,0,1,P4,4_options,facebook--opt-iml-max-1.3b,small
260.0,44.0,7.0,46.0,96.0,121.0,725,574,725,0,0,P0,4_options/option_probs,facebook--opt-iml-max-1.3b,small
258.0,44.0,7.0,83.0,93.0,121.0,762,606,762,0,0,P1,4_options/option_probs,facebook--opt-iml-max-1.3b,small
261.0,44.0,6.0,83.0,99.0,122.0,762,615,762,0,0,P2,4_options/option_probs,facebook--opt-iml-max-1.3b,small
259.0,44.0,6.0,46.0,97.0,118.0,725,570,725,0,0,P3,4_options/option_probs,facebook--opt-iml-max-1.3b,small
199.0,36.0,17.0,39.0,91.0,89.0,725,471,725,0,0,P4,4_options/option_probs,facebook--opt-iml-max-1.3b,small
2.0,8.0,73.0,3.0,16.0,0.0,725,102,725,0,0,P0,2_options,openlm-research--open_llama_7b_v2,small
4.0,9.0,76.0,6.0,13.0,0.0,762,108,762,0,0,P1,2_options,openlm-research--open_llama_7b_v2,small
6.0,10.0,50.0,24.0,26.0,0.0,762,116,762,0,0,P2,2_options,openlm-research--open_llama_7b_v2,small
18.0,17.0,43.0,12.0,27.0,1.0,725,118,725,0,0,P3,2_options,openlm-research--open_llama_7b_v2,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,2_options,openlm-research--open_llama_7b_v2,small
129.0,32.0,0.0,40.0,86.0,44.0,725,331,646,79,0,P0,3_options,openlm-research--open_llama_7b_v2,small
136.0,33.0,0.0,63.0,83.0,45.0,762,360,690,72,0,P1,3_options,openlm-research--open_llama_7b_v2,small
135.0,34.0,0.0,71.0,88.0,41.0,762,369,605,157,0,P2,3_options,openlm-research--open_llama_7b_v2,small
151.0,35.0,0.0,42.0,86.0,52.0,725,366,674,51,0,P3,3_options,openlm-research--open_llama_7b_v2,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,3_options,openlm-research--open_llama_7b_v2,small
,,,,,,725,0,0,0,725,P0,4_options,openlm-research--open_llama_7b_v2,small
,,,,,,762,0,0,0,762,P1,4_options,openlm-research--open_llama_7b_v2,small
,,,,,,762,0,0,0,762,P2,4_options,openlm-research--open_llama_7b_v2,small
,,,,,,725,0,0,0,725,P3,4_options,openlm-research--open_llama_7b_v2,small
,,,,,,725,0,0,0,725,P4,4_options,openlm-research--open_llama_7b_v2,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,openlm-research--open_llama_7b_v2,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options/option_probs,openlm-research--open_llama_7b_v2,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,openlm-research--open_llama_7b_v2,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,openlm-research--open_llama_7b_v2,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,4_options/option_probs,openlm-research--open_llama_7b_v2,small
8.0,10.0,30.0,6.0,14.0,11.0,725,79,725,0,0,P0,2_options,HuggingFaceH4--zephyr-7b-alpha,small
8.0,12.0,31.0,2.0,8.0,10.0,762,71,762,0,0,P1,2_options,HuggingFaceH4--zephyr-7b-alpha,small
6.0,10.0,31.0,12.0,12.0,6.0,762,77,762,0,0,P2,2_options,HuggingFaceH4--zephyr-7b-alpha,small
8.0,11.0,23.0,2.0,13.0,9.0,725,66,724,0,1,P3,2_options,HuggingFaceH4--zephyr-7b-alpha,small
263.0,43.0,1.0,46.0,102.0,122.0,725,577,725,0,0,P4,2_options,HuggingFaceH4--zephyr-7b-alpha,small
,4.0,0.0,,2.0,,725,6,52,664,9,P0,3_options,HuggingFaceH4--zephyr-7b-alpha,small
1.0,4.0,0.0,,,,762,5,53,705,4,P1,3_options,HuggingFaceH4--zephyr-7b-alpha,small
,2.0,0.0,1.0,2.0,,762,5,49,711,2,P2,3_options,HuggingFaceH4--zephyr-7b-alpha,small
,3.0,0.0,,1.0,,725,4,37,686,2,P3,3_options,HuggingFaceH4--zephyr-7b-alpha,small
,,0.0,,,,725,0,1,723,1,P4,3_options,HuggingFaceH4--zephyr-7b-alpha,small
7.0,12.0,34.0,3.0,7.0,2.0,725,65,675,50,0,P0,4_options,HuggingFaceH4--zephyr-7b-alpha,small
3.0,10.0,36.0,0.0,6.0,1.0,762,56,695,66,1,P1,4_options,HuggingFaceH4--zephyr-7b-alpha,small
3.0,7.0,50.0,4.0,2.0,0.0,762,66,582,180,0,P2,4_options,HuggingFaceH4--zephyr-7b-alpha,small
6.0,12.0,21.0,3.0,10.0,2.0,725,54,569,156,0,P3,4_options,HuggingFaceH4--zephyr-7b-alpha,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P4,4_options,HuggingFaceH4--zephyr-7b-alpha,small
23.0,12.0,21.0,6.0,18.0,8.0,725,88,670,55,0,P0,4_options/option_probs,HuggingFaceH4--zephyr-7b-alpha,small
16.0,10.0,19.0,4.0,15.0,6.0,762,70,685,77,0,P1,4_options/option_probs,HuggingFaceH4--zephyr-7b-alpha,small
15.0,12.0,17.0,17.0,12.0,4.0,762,77,566,196,0,P2,4_options/option_probs,HuggingFaceH4--zephyr-7b-alpha,small
26.0,16.0,6.0,10.0,20.0,12.0,725,90,559,166,0,P3,4_options/option_probs,HuggingFaceH4--zephyr-7b-alpha,small
262.0,44.0,14.0,46.0,98.0,118.0,725,582,725,0,0,P4,4_options/option_probs,HuggingFaceH4--zephyr-7b-alpha,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,2_options,Neko-Institute-of-Science--pygmalion-7b,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,2_options,Neko-Institute-of-Science--pygmalion-7b,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,2_options,Neko-Institute-of-Science--pygmalion-7b,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,2_options,Neko-Institute-of-Science--pygmalion-7b,small
0.0,7.0,142.0,0.0,0.0,0.0,725,149,725,0,0,P4,2_options,Neko-Institute-of-Science--pygmalion-7b,small
73.0,22.0,0.0,11.0,26.0,40.0,725,172,261,464,0,P0,3_options,Neko-Institute-of-Science--pygmalion-7b,small
140.0,33.0,0.0,31.0,47.0,69.0,762,320,433,329,0,P1,3_options,Neko-Institute-of-Science--pygmalion-7b,small
259.0,43.0,0.0,82.0,100.0,118.0,762,602,751,11,0,P2,3_options,Neko-Institute-of-Science--pygmalion-7b,small
260.0,43.0,0.0,46.0,99.0,121.0,725,569,717,8,0,P3,3_options,Neko-Institute-of-Science--pygmalion-7b,small
0.0,5.0,69.0,0.0,0.0,0.0,725,74,200,525,0,P4,3_options,Neko-Institute-of-Science--pygmalion-7b,small
4.0,3.0,0.0,1.0,3.0,5.0,725,16,20,0,705,P0,4_options,Neko-Institute-of-Science--pygmalion-7b,small
3.0,2.0,0.0,2.0,1.0,1.0,762,9,12,0,750,P1,4_options,Neko-Institute-of-Science--pygmalion-7b,small
2.0,2.0,,4.0,,1.0,762,9,9,0,753,P2,4_options,Neko-Institute-of-Science--pygmalion-7b,small
3.0,4.0,0.0,6.0,4.0,4.0,725,21,27,0,698,P3,4_options,Neko-Institute-of-Science--pygmalion-7b,small
0.0,0.0,2.0,0.0,0.0,0.0,725,2,13,0,712,P4,4_options,Neko-Institute-of-Science--pygmalion-7b,small
224.0,31.0,0.0,38.0,93.0,119.0,725,505,626,99,0,P0,4_options/option_probs,Neko-Institute-of-Science--pygmalion-7b,small
157.0,22.0,0.0,71.0,81.0,112.0,762,443,521,241,0,P1,4_options/option_probs,Neko-Institute-of-Science--pygmalion-7b,small
99.0,19.0,0.0,58.0,51.0,101.0,762,328,367,395,0,P2,4_options/option_probs,Neko-Institute-of-Science--pygmalion-7b,small
104.0,15.0,0.0,28.0,63.0,94.0,725,304,354,371,0,P3,4_options/option_probs,Neko-Institute-of-Science--pygmalion-7b,small
0.0,1.0,34.0,0.0,0.0,0.0,725,35,290,435,0,P4,4_options/option_probs,Neko-Institute-of-Science--pygmalion-7b,small
110.0,29.0,2.0,36.0,70.0,49.0,725,296,725,0,0,P0,2_options,migtissera--Synthia-7B,small
121.0,31.0,2.0,58.0,70.0,52.0,762,334,762,0,0,P1,2_options,migtissera--Synthia-7B,small
137.0,33.0,0.0,71.0,77.0,46.0,762,364,762,0,0,P2,2_options,migtissera--Synthia-7B,small
217.0,40.0,0.0,44.0,95.0,72.0,725,468,725,0,0,P3,2_options,migtissera--Synthia-7B,small
37.0,9.0,141.0,0.0,2.0,8.0,725,197,725,0,0,P4,2_options,migtissera--Synthia-7B,small
3.0,10.0,24.0,7.0,15.0,2.0,725,61,272,453,0,P0,3_options,migtissera--Synthia-7B,small
7.0,10.0,12.0,14.0,16.0,5.0,762,64,290,472,0,P1,3_options,migtissera--Synthia-7B,small
0.0,7.0,15.0,1.0,8.0,,762,31,113,649,0,P2,3_options,migtissera--Synthia-7B,small
20.0,12.0,12.0,22.0,33.0,3.0,725,102,692,33,0,P3,3_options,migtissera--Synthia-7B,small
240.0,40.0,8.0,40.0,96.0,114.0,725,538,673,52,0,P4,3_options,migtissera--Synthia-7B,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options,migtissera--Synthia-7B,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options,migtissera--Synthia-7B,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options,migtissera--Synthia-7B,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options,migtissera--Synthia-7B,small
2.0,10.0,135.0,2.0,2.0,1.0,725,152,725,0,0,P4,4_options,migtissera--Synthia-7B,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P0,4_options/option_probs,migtissera--Synthia-7B,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P1,4_options/option_probs,migtissera--Synthia-7B,small
263.0,43.0,0.0,83.0,102.0,122.0,762,613,762,0,0,P2,4_options/option_probs,migtissera--Synthia-7B,small
263.0,43.0,0.0,46.0,102.0,122.0,725,576,725,0,0,P3,4_options/option_probs,migtissera--Synthia-7B,small
2.0,10.0,135.0,2.0,2.0,1.0,725,152,725,0,0,P4,4_options/option_probs,migtissera--Synthia-7B,small
20.0,3.0,1.0,8.0,8.0,13.0,725,53,63,0,662,P0,2_options,databricks--dolly-v2-7b,small
39.0,12.0,5.0,14.0,8.0,18.0,762,96,131,0,631,P1,2_options,databricks--dolly-v2-7b,small
82.0,10.0,4.0,48.0,37.0,45.0,762,226,281,0,481,P2,2_options,databricks--dolly-v2-7b,small
4.0,4.0,0.0,3.0,8.0,7.0,725,26,29,0,696,P3,2_options,databricks--dolly-v2-7b,small
11.0,2.0,1.0,3.0,4.0,16.0,725,37,59,0,666,P4,2_options,databricks--dolly-v2-7b,small
125.0,15.0,1.0,24.0,49.0,50.0,725,264,309,12,404,P0,3_options,databricks--dolly-v2-7b,small
69.0,10.0,0.0,36.0,42.0,59.0,762,216,255,14,493,P1,3_options,databricks--dolly-v2-7b,small
28.0,5.0,0.0,11.0,12.0,24.0,762,80,95,1,666,P2,3_options,databricks--dolly-v2-7b,small
122.0,18.0,0.0,20.0,53.0,52.0,725,265,314,85,326,P3,3_options,databricks--dolly-v2-7b,small
0.0,1.0,7.0,0.0,0.0,0.0,725,8,67,120,538,P4,3_options,databricks--dolly-v2-7b,small
104.0,22.0,4.0,21.0,41.0,34.0,725,226,305,12,408,P0,4_options,databricks--dolly-v2-7b,small
127.0,21.0,2.0,49.0,48.0,49.0,762,296,381,1,380,P1,4_options,databricks--dolly-v2-7b,small
224.0,35.0,0.0,70.0,87.0,101.0,762,517,643,1,118,P2,4_options,databricks--dolly-v2-7b,small
