model_name,response_type,prompt_type,num_rows,proper_response,not_proper_response,proper_response_percent,not_proper_response_precent,new_response_counts,new_response_counts_normalized
meta-llama--Llama-2-13b-chat-hf,3_options,1,885,734,151,82.93785310734464,17.062146892655367,"{'Neither': 698, 'Bad Output': 151, 'No': 36}","{'Neither': 78.87, 'Bad Output': 17.06, 'No': 4.07}"
meta-llama--Llama-2-13b-chat-hf,3_options,2,885,769,116,86.89265536723164,13.107344632768362,"{'Neither': 671, 'Bad Output': 116, 'No': 97, 'Yes': 1}","{'Neither': 75.82, 'Bad Output': 13.11, 'No': 10.96, 'Yes': 0.11}"
meta-llama--Llama-2-13b-chat-hf,3_options,3,885,674,211,76.15819209039547,23.84180790960452,"{'Neither': 473, 'Bad Output': 211, 'No': 201}","{'Neither': 53.45, 'Bad Output': 23.84, 'No': 22.71}"
meta-llama--Llama-2-13b-chat-hf,3_options,4,885,798,87,90.16949152542372,9.830508474576272,"{'Neither': 740, 'Bad Output': 87, 'No': 58}","{'Neither': 83.62, 'Bad Output': 9.83, 'No': 6.55}"
meta-llama--Llama-2-13b-chat-hf,4_options,0,885,559,326,63.163841807909606,36.836158192090394,"{'B': 451, 'Bad Output': 326, 'A': 108}","{'B': 50.96, 'Bad Output': 36.84, 'A': 12.2}"
meta-llama--Llama-2-13b-chat-hf,4_options,1,885,568,317,64.18079096045197,35.81920903954802,"{'B': 488, 'Bad Output': 317, 'A': 80}","{'B': 55.14, 'Bad Output': 35.82, 'A': 9.04}"
meta-llama--Llama-2-13b-chat-hf,4_options,2,885,584,301,65.98870056497175,34.01129943502825,"{'B': 379, 'Bad Output': 301, 'C': 161, 'A': 44}","{'B': 42.82, 'Bad Output': 34.01, 'C': 18.19, 'A': 4.97}"
meta-llama--Llama-2-13b-chat-hf,4_options,3,885,514,371,58.07909604519774,41.92090395480226,"{'Bad Output': 371, 'B': 361, 'A': 122, 'C': 31}","{'Bad Output': 41.92, 'B': 40.79, 'A': 13.79, 'C': 3.5}"
meta-llama--Llama-2-13b-chat-hf,4_options,4,885,694,191,78.4180790960452,21.581920903954803,"{'B': 694, 'Bad Output': 191}","{'B': 78.42, 'Bad Output': 21.58}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized,0,885,557,328,62.93785310734463,37.06214689265537,"{'A': 359, 'Bad Output': 328, 'B': 197, 'D': 1}","{'A': 40.56, 'Bad Output': 37.06, 'B': 22.26, 'D': 0.11}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized,1,885,558,327,63.05084745762712,36.94915254237288,"{'A': 338, 'Bad Output': 327, 'B': 220}","{'A': 38.19, 'Bad Output': 36.95, 'B': 24.86}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized,2,885,578,307,65.31073446327683,34.68926553672316,"{'A': 348, 'Bad Output': 307, 'B': 208, 'C': 21, 'D': 1}","{'A': 39.32, 'Bad Output': 34.69, 'B': 23.5, 'C': 2.37, 'D': 0.11}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized,3,885,511,374,57.740112994350284,42.259887005649716,"{'A': 404, 'Bad Output': 374, 'B': 101, 'C': 6}","{'A': 45.65, 'Bad Output': 42.26, 'B': 11.41, 'C': 0.68}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized,4,885,685,200,77.40112994350282,22.598870056497177,"{'B': 420, 'A': 265, 'Bad Output': 200}","{'B': 47.46, 'A': 29.94, 'Bad Output': 22.6}"
meta-llama--Llama-2-13b-chat-hf,4_options/option_probs,0,885,885,0,100.0,0.0,"{'A': 452, 'C': 253, 'D': 180}","{'A': 51.07, 'C': 28.59, 'D': 20.34}"
meta-llama--Llama-2-13b-chat-hf,4_options/option_probs,1,885,885,0,100.0,0.0,"{'A': 464, 'C': 257, 'D': 164}","{'A': 52.43, 'C': 29.04, 'D': 18.53}"
meta-llama--Llama-2-13b-chat-hf,4_options/option_probs,2,885,885,0,100.0,0.0,"{'A': 457, 'C': 267, 'D': 161}","{'A': 51.64, 'C': 30.17, 'D': 18.19}"
meta-llama--Llama-2-13b-chat-hf,4_options/option_probs,3,885,885,0,100.0,0.0,"{'A': 412, 'C': 240, 'D': 233}","{'A': 46.55, 'C': 27.12, 'D': 26.33}"
meta-llama--Llama-2-13b-chat-hf,4_options/option_probs,4,885,885,0,100.0,0.0,"{'A': 550, 'C': 269, 'D': 66}","{'A': 62.15, 'C': 30.4, 'D': 7.46}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 254, 'C': 231, 'D': 209, 'B': 191}","{'A': 28.7, 'C': 26.1, 'D': 23.62, 'B': 21.58}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'A': 259, 'B': 225, 'C': 206, 'D': 195}","{'A': 29.27, 'B': 25.42, 'C': 23.28, 'D': 22.03}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'A': 250, 'C': 233, 'B': 217, 'D': 185}","{'A': 28.25, 'C': 26.33, 'B': 24.52, 'D': 20.9}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'A': 232, 'C': 230, 'D': 224, 'B': 199}","{'A': 26.21, 'C': 25.99, 'D': 25.31, 'B': 22.49}"
meta-llama--Llama-2-13b-chat-hf,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 250, 'A': 223, 'C': 218, 'D': 194}","{'B': 28.25, 'A': 25.2, 'C': 24.63, 'D': 21.92}"
garage-bAInd--Stable-Platypus2-13B,2_options,0,885,885,0,100.0,0.0,"{'No': 625, 'Yes': 260}","{'No': 70.62, 'Yes': 29.38}"
garage-bAInd--Stable-Platypus2-13B,2_options,1,885,885,0,100.0,0.0,"{'No': 670, 'Yes': 215}","{'No': 75.71, 'Yes': 24.29}"
garage-bAInd--Stable-Platypus2-13B,2_options,2,885,885,0,100.0,0.0,"{'No': 695, 'Yes': 190}","{'No': 78.53, 'Yes': 21.47}"
garage-bAInd--Stable-Platypus2-13B,2_options,3,885,885,0,100.0,0.0,"{'No': 625, 'Yes': 260}","{'No': 70.62, 'Yes': 29.38}"
garage-bAInd--Stable-Platypus2-13B,2_options,4,885,885,0,100.0,0.0,"{'No': 780, 'Yes': 105}","{'No': 88.14, 'Yes': 11.86}"
garage-bAInd--Stable-Platypus2-13B,3_options,0,885,885,0,100.0,0.0,"{'Neither': 573, 'Yes': 189, 'No': 123}","{'Neither': 64.75, 'Yes': 21.36, 'No': 13.9}"
garage-bAInd--Stable-Platypus2-13B,3_options,1,885,885,0,100.0,0.0,"{'Neither': 555, 'Yes': 185, 'No': 145}","{'Neither': 62.71, 'Yes': 20.9, 'No': 16.38}"
garage-bAInd--Stable-Platypus2-13B,3_options,2,885,885,0,100.0,0.0,"{'Neither': 580, 'Yes': 181, 'No': 124}","{'Neither': 65.54, 'Yes': 20.45, 'No': 14.01}"
garage-bAInd--Stable-Platypus2-13B,3_options,3,885,885,0,100.0,0.0,"{'Neither': 576, 'Yes': 169, 'No': 140}","{'Neither': 65.08, 'Yes': 19.1, 'No': 15.82}"
garage-bAInd--Stable-Platypus2-13B,3_options,4,885,885,0,100.0,0.0,"{'Neither': 561, 'No': 225, 'Yes': 99}","{'Neither': 63.39, 'No': 25.42, 'Yes': 11.19}"
garage-bAInd--Stable-Platypus2-13B,4_options,0,885,885,0,100.0,0.0,"{'C': 351, 'A': 345, 'B': 189}","{'C': 39.66, 'A': 38.98, 'B': 21.36}"
garage-bAInd--Stable-Platypus2-13B,4_options,1,885,885,0,100.0,0.0,"{'C': 398, 'A': 279, 'B': 208}","{'C': 44.97, 'A': 31.53, 'B': 23.5}"
garage-bAInd--Stable-Platypus2-13B,4_options,2,885,885,0,100.0,0.0,"{'C': 513, 'A': 269, 'B': 103}","{'C': 57.97, 'A': 30.4, 'B': 11.64}"
garage-bAInd--Stable-Platypus2-13B,4_options,3,885,885,0,100.0,0.0,"{'C': 404, 'A': 331, 'B': 150}","{'C': 45.65, 'A': 37.4, 'B': 16.95}"
garage-bAInd--Stable-Platypus2-13B,4_options,4,885,885,0,100.0,0.0,"{'B': 570, 'A': 271, 'C': 44}","{'B': 64.41, 'A': 30.62, 'C': 4.97}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized,0,885,885,0,100.0,0.0,"{'A': 372, 'C': 299, 'B': 213, 'D': 1}","{'A': 42.03, 'C': 33.79, 'B': 24.07, 'D': 0.11}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized,1,885,885,0,100.0,0.0,"{'C': 370, 'A': 294, 'B': 213, 'D': 8}","{'C': 41.81, 'A': 33.22, 'B': 24.07, 'D': 0.9}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized,2,885,885,0,100.0,0.0,"{'C': 503, 'A': 258, 'B': 124}","{'C': 56.84, 'A': 29.15, 'B': 14.01}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized,3,885,885,0,100.0,0.0,"{'C': 365, 'A': 352, 'B': 168}","{'C': 41.24, 'A': 39.77, 'B': 18.98}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized,4,885,885,0,100.0,0.0,"{'B': 657, 'A': 144, 'C': 84}","{'B': 74.24, 'A': 16.27, 'C': 9.49}"
garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,0,885,885,0,100.0,0.0,"{'C': 351, 'A': 345, 'B': 189}","{'C': 39.66, 'A': 38.98, 'B': 21.36}"
garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,1,885,885,0,100.0,0.0,"{'C': 398, 'A': 279, 'B': 208}","{'C': 44.97, 'A': 31.53, 'B': 23.5}"
garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,2,885,885,0,100.0,0.0,"{'C': 513, 'A': 269, 'B': 103}","{'C': 57.97, 'A': 30.4, 'B': 11.64}"
garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,3,885,885,0,100.0,0.0,"{'C': 404, 'A': 331, 'B': 150}","{'C': 45.65, 'A': 37.4, 'B': 16.95}"
garage-bAInd--Stable-Platypus2-13B,4_options/option_probs,4,885,885,0,100.0,0.0,"{'B': 570, 'A': 271, 'C': 44}","{'B': 64.41, 'A': 30.62, 'C': 4.97}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 371, 'C': 308, 'B': 202, 'D': 4}","{'A': 41.92, 'C': 34.8, 'B': 22.82, 'D': 0.45}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'C': 380, 'A': 280, 'B': 222, 'D': 3}","{'C': 42.94, 'A': 31.64, 'B': 25.08, 'D': 0.34}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'C': 500, 'A': 257, 'B': 128}","{'C': 56.5, 'A': 29.04, 'B': 14.46}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'C': 358, 'A': 352, 'B': 175}","{'C': 40.45, 'A': 39.77, 'B': 19.77}"
garage-bAInd--Stable-Platypus2-13B,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 660, 'A': 138, 'C': 87}","{'B': 74.58, 'A': 15.59, 'C': 9.83}"
migtissera--Synthia-13B,2_options,0,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
migtissera--Synthia-13B,2_options,1,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
migtissera--Synthia-13B,2_options,2,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
migtissera--Synthia-13B,2_options,3,885,885,0,100.0,0.0,"{'No': 848, 'Yes': 37}","{'No': 95.82, 'Yes': 4.18}"
migtissera--Synthia-13B,2_options,4,885,885,0,100.0,0.0,{'No': 885},{'No': 100.0}
migtissera--Synthia-13B,3_options,0,885,885,0,100.0,0.0,"{'Neither': 626, 'No': 222, 'Yes': 37}","{'Neither': 70.73, 'No': 25.08, 'Yes': 4.18}"
migtissera--Synthia-13B,3_options,1,885,885,0,100.0,0.0,"{'Neither': 540, 'No': 291, 'Yes': 54}","{'Neither': 61.02, 'No': 32.88, 'Yes': 6.1}"
migtissera--Synthia-13B,3_options,2,885,885,0,100.0,0.0,"{'Neither': 442, 'No': 259, 'Yes': 184}","{'Neither': 49.94, 'No': 29.27, 'Yes': 20.79}"
migtissera--Synthia-13B,3_options,3,885,885,0,100.0,0.0,"{'No': 681, 'Yes': 203, 'Neither': 1}","{'No': 76.95, 'Yes': 22.94, 'Neither': 0.11}"
migtissera--Synthia-13B,3_options,4,885,885,0,100.0,0.0,"{'No': 881, 'Neither': 3, 'Yes': 1}","{'No': 99.55, 'Neither': 0.34, 'Yes': 0.11}"
migtissera--Synthia-13B,4_options,0,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options,1,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options,2,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options,3,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options,4,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options/randomized,0,885,885,0,100.0,0.0,"{'A': 263, 'D': 214, 'B': 209, 'C': 199}","{'A': 29.72, 'D': 24.18, 'B': 23.62, 'C': 22.49}"
migtissera--Synthia-13B,4_options/randomized,1,885,885,0,100.0,0.0,"{'B': 248, 'A': 247, 'D': 204, 'C': 186}","{'B': 28.02, 'A': 27.91, 'D': 23.05, 'C': 21.02}"
migtissera--Synthia-13B,4_options/randomized,2,885,885,0,100.0,0.0,"{'A': 228, 'D': 223, 'C': 221, 'B': 213}","{'A': 25.76, 'D': 25.2, 'C': 24.97, 'B': 24.07}"
migtissera--Synthia-13B,4_options/randomized,3,885,885,0,100.0,0.0,"{'D': 245, 'A': 225, 'C': 216, 'B': 199}","{'D': 27.68, 'A': 25.42, 'C': 24.41, 'B': 22.49}"
migtissera--Synthia-13B,4_options/randomized,4,885,885,0,100.0,0.0,"{'B': 253, 'A': 220, 'D': 208, 'C': 204}","{'B': 28.59, 'A': 24.86, 'D': 23.5, 'C': 23.05}"
migtissera--Synthia-13B,4_options/option_probs,0,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options/option_probs,1,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options/option_probs,2,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options/option_probs,3,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options/option_probs,4,885,885,0,100.0,0.0,{'A': 885},{'A': 100.0}
migtissera--Synthia-13B,4_options/randomized/option_probs,0,885,885,0,100.0,0.0,"{'A': 252, 'B': 221, 'D': 210, 'C': 202}","{'A': 28.47, 'B': 24.97, 'D': 23.73, 'C': 22.82}"
migtissera--Synthia-13B,4_options/randomized/option_probs,1,885,885,0,100.0,0.0,"{'A': 237, 'B': 221, 'D': 218, 'C': 209}","{'A': 26.78, 'B': 24.97, 'D': 24.63, 'C': 23.62}"
migtissera--Synthia-13B,4_options/randomized/option_probs,2,885,885,0,100.0,0.0,"{'A': 247, 'D': 216, 'C': 212, 'B': 210}","{'A': 27.91, 'D': 24.41, 'C': 23.95, 'B': 23.73}"
migtissera--Synthia-13B,4_options/randomized/option_probs,3,885,885,0,100.0,0.0,"{'A': 249, 'C': 227, 'D': 215, 'B': 194}","{'A': 28.14, 'C': 25.65, 'D': 24.29, 'B': 21.92}"
migtissera--Synthia-13B,4_options/randomized/option_probs,4,885,885,0,100.0,0.0,"{'B': 229, 'A': 228, 'D': 217, 'C': 211}","{'B': 25.88, 'A': 25.76, 'D': 24.52, 'C': 23.84}"
